,AGE,ATTENDANCE,GRADE,INCOME_QUINTILE,PREPARE_ATTENDANCE,PREPARE_GRADE,PREPARE_join_1years_ago,PREPARE_join_2years_ago,PREPARE_join_3years_ago,PREPARE_join_4years_ago,PREPARE_join_this_year,TOTAL_JOIN,TOTAL_OFF,UNI_DIST,join_1years_ago,join_2years_ago,join_3years_ago,join_4years_ago,join_this_year,ADMISSION_수시,ADMISSION_정시,DOUBLE_MAJOR_N,DOUBLE_MAJOR_Y,OCCP_GRP_1_1.인문사회계열,OCCP_GRP_1_2.자연과학계열,OCCP_GRP_1_3.공학계열,OCCP_GRP_1_4.예체능계열,off_1years_ago_N,off_1years_ago_Y,off_2years_ago_N,off_2years_ago_Y,off_3years_ago_N,off_3years_ago_Y,off_4years_ago_N,off_4years_ago_Y,off_this_year_N,off_this_year_Y
15625,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.004280892401415987,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3990,0.16666666666666696,0.0,0.40000000000000013,1.0,0.0,0.45255939631013403,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.0,0.0,0.004816003951592986,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15813,0.0,0.0,0.40000000000000013,0.75,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.011772454103893965,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17062,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.008026673252654977,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19342,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.11558409483823166,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16842,0.0,0.3333333333333335,0.0,0.25,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.016053346505309953,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18765,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.024882687083230427,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15544,0.0,0.3333333333333335,0.19999999999999996,1.0,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19060,0.0,0.3333333333333335,0.40000000000000013,0.25,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.09150407508026673,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16177,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.025685354408495925,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17472,0.0,0.0,0.40000000000000013,0.75,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15837,0.0,0.0,0.19999999999999996,0.5,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.008026673252654977,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16423,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.002408001975796493,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16574,0.0,0.0,0.19999999999999996,0.75,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.01043467522845147,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15526,0.0,0.3333333333333335,0.19999999999999996,0.5,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0021404462007079935,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19437,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.008256006774159405,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18952,0.0,0.3333333333333335,0.0,0.75,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0032106693010619906,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
8283,0.0,0.3333333333333335,0.40000000000000013,0.25,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.014448011854778958,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19938,0.0,0.0,0.40000000000000013,0.5,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14662,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.035317362311681894,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14983,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.05400497400453416,0.016483516483516484,0.0,0.055223511978266235,0.0,0.0,0.0,0.0,0.045454545454545456,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15391,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0032106693010619906,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
6851,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.06907128344399457,0.02197802197802198,0.0,0.01946468263768832,0.0,0.0,0.0,0.0,0.06060606060606061,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4022,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.046233637935292664,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15060,0.0,0.0,0.40000000000000013,0.75,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.004013336626327488,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17282,0.0,0.3333333333333335,0.19999999999999996,0.5,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.013163744134354161,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19602,0.16666666666666696,0.0,0.0,0.25,0.0,0.1092280412223115,0.09346424132656836,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.03681159930173839,0.027472527472527476,0.0,0.011237342553716967,0.08571428571428572,0.0,0.0,0.0,0.030303030303030304,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
3985,0.16666666666666696,0.3333333333333335,0.19999999999999996,0.5,0.29369174279576893,0.2808937187662227,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.0,0.0,0.04976537416646085,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
2446,0.16666666666666696,0.3333333333333335,0.0,0.5,0.29369174279576893,0.1092280412223115,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.0,0.0,0.0016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18676,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.0010702231003539967,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
11575,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.06907128344399457,0.02197802197802198,0.0,0.15866057462748,0.0,0.0,0.0,0.0,0.06060606060606061,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16081,0.0,0.3333333333333335,0.19999999999999996,0.25,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.03852803161274389,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19201,0.0,0.0,0.19999999999999996,0.25,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.017658681155840947,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
11221,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.028896023709557916,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16488,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4152,0.16666666666666696,0.0,0.40000000000000013,0.25,0.0,0.45255939631013403,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.03681159930173839,0.01098901098901099,0.0,0.12093521034000164,0.0,0.0,0.0,0.0,0.030303030303030304,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15405,0.0,0.0,0.40000000000000013,1.0,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.014448011854778958,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18357,0.0,0.0,0.19999999999999996,0.75,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.040133366263274885,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19578,0.0,0.3333333333333335,0.0,1.0,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.012040009878982464,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17767,0.0,0.3333333333333335,0.19999999999999996,1.0,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19121,0.0,0.0,0.40000000000000013,0.5,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.009310940973079773,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14777,0.0,0.0,0.40000000000000013,0.25,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0032106693010619906,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20346,0.0,0.3333333333333335,0.19999999999999996,0.5,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.008026673252654977,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17099,0.0,0.3333333333333335,0.0,0.75,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.027290689059026922,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
12679,0.16666666666666696,0.3333333333333335,0.19999999999999996,0.5,0.29369174279576893,0.2808937187662227,0.03655414147230694,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.005494505494505495,0.0,0.1963859389149584,0.02857142857142857,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
865,0.3333333333333335,0.3333333333333335,0.40000000000000013,0.5,0.3303537667603923,0.42406684788867,0.004073252550425319,0.026533434661684546,0.048759360975837225,0.035663391643666935,0.003232733018761251,0.005494505494505495,0.0,0.0337120276611509,0.0,0.022727272727272728,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18785,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.1293899728327982,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
11197,0.16666666666666696,0.3333333333333335,0.40000000000000013,0.75,0.29369174279576893,0.45255939631013403,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.0,0.0,0.009310940973079773,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16350,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.035317362311681894,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20414,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.020066683131637442,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20403,0.0,0.3333333333333335,0.19999999999999996,0.5,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15511,0.0,0.3333333333333335,0.19999999999999996,1.0,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.08413759288345499,0.027472527472527476,0.0,0.004459262918141653,0.0,0.0,0.0,0.0,0.07575757575757576,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19567,0.0,0.3333333333333335,0.40000000000000013,0.25,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0009173340860177115,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19661,0.0,0.0,0.0,0.75,0.013799354588804436,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.04173870091380588,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16403,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.028896023709557916,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20280,0.0,0.3333333333333335,0.19999999999999996,1.0,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.014448011854778958,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14726,0.0,0.3333333333333335,0.0,0.25,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.03893866456507375,0.01098901098901099,0.0,0.008026673252654977,0.0,0.0,0.0,0.0,0.030303030303030304,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15870,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17285,0.0,0.3333333333333335,0.0,1.0,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16129,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.006421338602123981,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17046,0.0,0.3333333333333335,0.19999999999999996,0.5,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.009632007903185972,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14708,0.0,0.3333333333333335,0.0,0.75,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14201,0.16666666666666696,0.3333333333333335,0.19999999999999996,0.75,0.29369174279576893,0.2808937187662227,0.03655414147230694,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.005494505494505495,0.0,0.06100271672017782,0.02857142857142857,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14956,0.16666666666666696,0.3333333333333335,0.19999999999999996,0.5,0.29369174279576893,0.2808937187662227,0.00809909154517624,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.006678980422817565,0.0,0.0,0.4687577179550506,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15647,0.0,0.3333333333333335,0.40000000000000013,1.0,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0337120276611509,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17406,0.0,0.0,0.19999999999999996,0.25,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16822,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.008026673252654977,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16429,0.0,0.3333333333333335,0.40000000000000013,0.25,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.03893866456507375,0.01098901098901099,0.0,0.053511155017699846,0.0,0.0,0.0,0.0,0.030303030303030304,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
18072,0.0,0.3333333333333335,0.19999999999999996,1.0,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.0992039023229154,0.03296703296703297,0.0,0.009096896353008975,0.0,0.0,0.0,0.0,0.09090909090909091,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1317,0.16666666666666696,0.0,0.40000000000000013,0.25,0.0,0.45255939631013403,0.12191929125369906,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.06694421818065921,0.04395604395604396,0.0,0.010990367992096814,0.11428571428571428,0.0,0.0,0.0,0.06060606060606061,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17765,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.0016053346505309953,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20249,0.0,0.0,0.19999999999999996,0.75,0.013799354588804436,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.004816003951592986,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
14919,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.14897505556927637,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19209,0.0,0.3333333333333335,0.40000000000000013,0.5,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.18461348481106446,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
19249,0.0,0.0,0.40000000000000013,0.75,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.5032724129414671,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
16286,0.0,0.3333333333333335,0.0,1.0,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.004494937021486786,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15995,0.0,0.3333333333333335,0.40000000000000013,0.75,0.30749109738457336,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.07705606322548778,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17088,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.023872355125613334,0.005494505494505495,0.0,0.008668807112867376,0.0,0.0,0.0,0.0,0.015151515151515152,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
15516,0.0,0.3333333333333335,0.19999999999999996,0.75,0.30749109738457336,0.31333728982435494,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.02086935045690294,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
20081,0.0,0.3333333333333335,0.0,1.0,0.30749109738457336,0.14167161228044373,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.1733761422573475,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
17627,0.0,0.0,0.40000000000000013,0.75,0.013799354588804436,0.48500296736826626,0.03395836780798864,0.028862119274959512,0.048759360975837225,0.035663391643666935,0.008806045686152923,0.0,0.0,0.05137070881699185,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
